player,shap_importance
FCMplayer_16,0.503847042077221
FCMplayer_1,0.48129454907623587
FCKplayer_21,0.40221682380849966
FCKplayer_12,0.34939946604613215
FCNplayer_25,0.34444513691135215
LYNplayer_2,0.3338948720238404
FCMplayer_22,0.33014845023420636
LYNplayer_32,0.3215656275115907
LYNplayer_18,0.3194847438626457
FCNplayer_36,0.313567261015065
LYNplayer_22,0.3026187505359994
LYNplayer_5,0.30132754858268895
FCKplayer_6,0.30042086419323466
FCNplayer_11,0.2990212580987718
FCNplayer_5,0.2982744756197207
FCNplayer_13,0.2946318229944736
LYNplayer_12,0.28662234851287216
FCNplayer_10,0.28661470186302906
FCNplayer_29,0.2776236950535095
LYNplayer_14,0.27656504497188145
LYNplayer_26,0.27482913443807044
FCNplayer_19,0.2707212868471979
FCMplayer_80,0.2705479113952024
LYNplayer_21,0.26323831541195974
LYNplayer_6,0.2579177972060861
FCNplayer_45,0.25740892426995565
FCNplayer_7,0.25405415667942727
FCMplayer_55,0.2538415721000056
FCKplayer_13,0.2501632500005653
FCMplayer_41,0.24929279827990103
FCMplayer_18,0.24836192470113744
FCMplayer_19,0.24387579967500642
FCNplayer_40,0.24333865838334895
FCNplayer_4,0.24197600423630017
FCKplayer_5,0.2373015016921563
FCNplayer_14,0.23630022104119422
FCNplayer_2,0.23414120373126934
FCMplayer_73,0.23373275504191404
FCNplayer_6,0.23171160704325303
FCMplayer_24,0.22962724331847856
FCKplayer_27,0.22572559721814472
FCMplayer_4,0.22513698566390666
LYNplayer_8,0.22399029667628928
FCKplayer_14,0.22293594460969327
FCMplayer_5,0.21974688441748733
FCMplayer_6,0.21950771326338872
FCNplayer_16,0.2153433610772481
FCKplayer_2,0.21385735393560032
FCKplayer_16,0.2077144889542833
FCNplayer_24,0.20534218204161148
FCKplayer_10,0.19788101966632532
FCNplayer_22,0.18633377748983915
FCMplayer_17,0.18441207197948822
FCKplayer_7,0.1729462246434996
FCMplayer_58,0.17141313191445082
FCNplayer_8,0.1469517279796225
FCMplayer_11,0.12565514826384605
Ball_z,0.10782859209421441
FCMplayer_7,0.10059274454106343
FCNplayer_23,0.09365140933939257
FCMplayer_14,0.09275446000648661
FCNplayer_32,0.0
FCKplayer_15,0.0
FCKplayer_17,0.0
FCKplayer_19,0.0
FCKplayer_36,0.0
FCKplayer_8,0.0
FCMplayer_13,0.0
LYNplayer_20,0.0
FCMplayer_20,0.0
FCMplayer_2,0.0
FCNplayer_3,0.0
LYNplayer_13,0.0
FCMplayer_21,0.0
FCNplayer_17,0.0
FCNplayer_18,0.0
FCNplayer_21,0.0
FCNplayer_43,0.0
FCMplayer_9,0.0
