player,mean_shap
19,1.7846168041541062e-05
3,6.656927433022073e-06
10,5.944501217711157e-06
6,3.8539762304952486e-06
8,3.1740445172387892e-06
14,3.0502341664434155e-06
1,1.5040452045373624e-06
9,1.5860616777978963e-07
7,-1.4442170824618083e-06
5,-2.0706815138344444e-06
29,-9.086993660054395e-06
11,-1.0523393840072528e-05
2,-1.8186282517397258e-05
