player,shap_importance
VBplayer_8,0.3456513198139146
LYNplayer_3,0.3333767177136615
VBplayer_45,0.3295999611462466
LYNplayer_32,0.3257773518653121
LYNplayer_2,0.304963019924704
FCNplayer_13,0.30385070871532666
VBplayer_14,0.29264789752243087
FCNplayer_19,0.2882725902335952
VBplayer_1,0.28273033012170345
BIFplayer_4,0.27984124106029046
LYNplayer_13,0.2781626184205525
BIFplayer_1,0.2712640963443555
BIFplayer_16,0.26770798555715014
VBplayer_23,0.24046220935927703
VBplayer_2,0.2401819711616263
VBplayer_34,0.23952902580797675
LYNplayer_22,0.23919150797417382
LYNplayer_5,0.23621759871952236
VBplayer_10,0.23611915689893062
BIFplayer_32,0.23339991324578296
FCNplayer_16,0.22850542428309562
VBplayer_38,0.2242190749035216
FCNplayer_24,0.2205448282662546
LYNplayer_21,0.21301818695501426
FCNplayer_2,0.2082438736574258
VBplayer_13,0.20651899017672987
FCNplayer_5,0.20492063067795244
VBplayer_37,0.20188000064715741
LYNplayer_20,0.20182712067686953
BIFplayer_28,0.1948759741163667
FCNplayer_6,0.19445236698817459
LYNplayer_24,0.1942154995170422
Ball_z,0.19147878309072985
LYNplayer_17,0.18986684640450407
BIFplayer_2,0.18823631612962344
BIFplayer_17,0.1845031664040677
FCNplayer_8,0.1841286689442932
BIFplayer_36,0.18356685100783943
LYNplayer_12,0.18352393219270746
BIFplayer_10,0.18326882754587862
FCNplayer_10,0.18053503161377737
BIFplayer_18,0.17758639690210115
BIFplayer_35,0.17664802769431845
FCNplayer_14,0.1694749357482651
BIFplayer_5,0.16882891603372993
BIFplayer_30,0.16770744954210634
LYNplayer_18,0.16495453188708054
LYNplayer_8,0.15725063800858338
LYNplayer_6,0.14866299094259738
BIFplayer_31,0.14246568423478553
BIFplayer_6,0.13075682682148182
BIFplayer_24,0.12667169304021325
FCNplayer_7,0.12390393760532607
LYNplayer_15,0.11167732443590649
BIFplayer_37,0.10678295710248252
BIFplayer_41,0.10524010657612234
LYNplayer_26,0.08911437654867768
LYNplayer_14,0.08861290634772742
BIFplayer_22,0.07779992625516023
BIFplayer_8,0.07153180228717004
BIFplayer_11,0.06377680987957864
BIFplayer_7,0.057751708370633446
VBplayer_17,0.0
VBplayer_5,0.0
VBplayer_7,0.0
FCNplayer_36,0.0
VBplayer_11,0.0
LYNplayer_7,0.0
BIFplayer_99,0.0
FCNplayer_32,0.0
LYNplayer_29,0.0
LYNplayer_23,0.0
FCNplayer_17,0.0
FCNplayer_21,0.0
LYNplayer_30,0.0
