XG,ball_x,ball_y,ball_z,us_1_ball_dist,them_1_ball_dist,us_2_ball_dist,them_2_ball_dist,us_3_ball_dist,them_3_ball_dist,us_4_ball_dist,them_4_ball_dist,us_5_ball_dist,them_5_ball_dist,us_6_ball_dist,them_6_ball_dist,us_7_ball_dist,them_7_ball_dist,us_8_ball_dist,them_8_ball_dist,us_9_ball_dist,them_9_ball_dist,us_10_ball_dist,them_10_ball_dist,us_11_ball_dist,them_11_ball_dist
0.0319758094847202,37.01,12.56,1.98,0.7349829930005186,1.4168274418573363,6.084545997853912,6.081126540370623,6.5248141735991245,6.290858446984799,10.785828665429467,7.160963622306709,13.002230577866245,7.41626590677546,13.122412125825038,11.280820005655617,13.335906418387916,12.793193502796715,14.412112960978344,14.630628831325058,23.432614024047766,17.108176407788182,24.40649913445187,17.738506137778348,56.65047396094758,23.604190305960508
0.0080361291766166,4.55,-4.36,0.38,0.876812408671319,6.215609382836087,7.052297497978939,10.043410775229699,8.076942490819158,14.216075407791,8.350023952061456,16.498151411597604,17.91853788678083,17.87225783162273,20.840614194404157,17.878425545891897,21.252209296917815,21.04605426202261,21.319298768955797,22.45673618315894,27.097176974732996,22.705704129139004,27.408133829212087,29.658969975371697,35.16238046549181,41.49712761143836
0.1406923085451126,38.81,1.19,0.28,0.8430895563343208,2.9161961525247198,7.849108229601629,5.048732514205918,10.580307178905533,8.749977142827285,11.49062661476736,9.20608494420945,12.77427493049997,11.210446021456953,13.640472865703742,12.647296153723927,14.257699674211127,12.749784311901124,16.879564567843566,15.102754715613969,19.727189358851913,16.488838649219662,23.165079322117588,16.96290364294981,55.23998008688997,20.67914166497246
0.0393277630209922,37.14,13.13,0.33,0.07071067811865475,3.201405941145236,10.135566091738538,4.522830971858224,11.049366497677594,7.480802096032217,15.583006770196825,10.481545687540553,19.120590995050335,12.031346558054091,26.12808642055518,12.493698411599347,27.28593960265983,12.94976833769624,29.80557833694894,14.890063801072177,37.87033799690729,17.37969217218763,41.81259738404205,23.97974144981551,69.28840090520201,29.787896871044794
0.032946340739727,39.88,-19.05,0.23,0.774661216274578,7.174712537795504,10.680917563580389,8.198451073221088,11.7510850562831,11.345875902723423,15.543246121708297,12.987694175641803,18.108611211244224,13.125075237879592,20.880021551713018,17.11917346135613,21.730754703875338,18.694384183492108,28.48664599421982,18.93134173797515,30.643147684270296,23.3416044864101,32.44865020305159,23.73236187150365,59.41723992243329,24.693734023026977
0.0232633296400308,30.32,9.78,0.36,0.6072890580275591,3.090711892105116,3.439840112563374,5.205314591837844,5.457655174156756,9.01162027606579,6.480817849623611,9.851466895848558,9.384966702125267,10.431049803351533,14.156740444042905,16.08349464513232,16.004952358567017,17.505042130769066,21.470037261262497,18.552347560349336,24.643037556275402,19.88925589357229,27.664513370019723,26.453047083464696,58.56312150150468,33.72734943632541
0.4217457473278045,42.48,-9.29,0.23,0.6606814663663538,1.876406139405858,6.941944972412267,3.063233585608509,10.388883481876189,6.632435450119364,10.900243116554783,7.252565063479264,28.303731202793738,10.934463864314514,29.20575456994734,13.677338922465873,34.55941261074904,15.213579460468859,34.7755373790255,35.85517814765392,38.508145891486386,37.32811942758435,40.29461750656035,37.543641272524425,69.69464326617937,38.09950393377845
0.1943106353282928,48.73,-2.18,0.23,0.5000999900019995,1.0737783756436892,1.8107733154649683,1.2791012469699194,3.1422444207922466,2.293163753420156,5.544366510251645,3.328618331981006,7.923338942642805,4.094691685585131,8.008707760931225,4.67610949401316,11.521111057532602,5.356276691882149,22.48848594281082,6.178195529440615,28.115854957656897,6.952941823429851,44.14962060992144,12.61677058521712,70.77231096975709,26.363706112760394
0.159881442785263,39.03,-11.17,0.23,0.39115214431215695,5.525214927946242,10.813070794182382,8.443488615495376,14.832845310323977,10.069503463428568,20.078894391873273,10.30115527501649,21.781257998563813,11.411945495839,33.195067404661195,15.757410954849151,35.04571443129674,16.00049061747795,42.198830552516505,22.232123155470333,43.14391034665264,32.91397879321187,45.1966204488787,42.74831458665944,71.17798817050114,45.785334988399946
0.0932667627930641,35.7,-5.39,0.23,0.564358042380898,2.336942446873691,7.572430257189564,3.4589738362699407,9.743536319016824,4.044007912949729,10.535430698362548,7.2648812791400745,11.563014312885723,8.9684892819248,19.3925784773454,10.398317171542713,21.36159170099457,11.32378028751883,30.483826859500432,12.70881583783477,32.16487525236185,13.574424481354633,34.314464879989025,31.579059517344717,60.169265410174326,31.60115345996092
