player,shap_importance
VFFplayer_4,0.4354679027483799
VFFplayer_16,0.4111382436607848
VFFplayer_24,0.3517637598459376
VFFplayer_2,0.34490319746345055
SJEplayer_12,0.3161717955016939
VFFplayer_10,0.3143656569660059
VFFplayer_13,0.30774269745898775
SJEplayer_6,0.29597055544680917
VFFplayer_23,0.290074915937672
SIFplayer_15,0.28369028802437246
AABplayer_13,0.28214786098879024
SIFplayer_6,0.28065152037283414
SIFplayer_4,0.2785701884150622
VFFplayer_12,0.27785666333559206
SJEplayer_16,0.2760561186251871
SIFplayer_20,0.26065502958954306
VFFplayer_5,0.25772855753218754
SJEplayer_25,0.2515798280102899
SJEplayer_8,0.2507336376134772
SJEplayer_4,0.25009031540300924
AABplayer_11,0.2482468915713369
SIFplayer_33,0.2477536274213053
AABplayer_16,0.24589528776857772
SIFplayer_23,0.24298326182211158
AABplayer_1,0.23830770545350682
AABplayer_20,0.23755777597892835
VFFplayer_1,0.23275384026067328
AABplayer_17,0.23266599420085987
AABplayer_10,0.2274263997493108
AABplayer_14,0.22480600335817044
SIFplayer_1,0.22199739159227463
AABplayer_4,0.22129059693680464
SJEplayer_10,0.22099609528135622
SJEplayer_23,0.21595974414647212
SIFplayer_3,0.20837157762690905
AABplayer_19,0.20739178617391932
SJEplayer_15,0.20609404311139953
SJEplayer_7,0.20440072305611107
SIFplayer_5,0.2042285142527835
VFFplayer_28,0.19985189437649098
VFFplayer_8,0.19882222971343436
SIFplayer_10,0.19574381537709273
VFFplayer_30,0.19480964535521345
VFFplayer_15,0.19256031174072996
AABplayer_6,0.18424131613739297
SJEplayer_21,0.18285701338725635
Ball_z,0.1725588873087676
VFFplayer_7,0.16991846601199356
SIFplayer_8,0.15878336061409204
AABplayer_2,0.1527000558124855
VFFplayer_18,0.14626565805944264
VFFplayer_11,0.13171155367827161
AABplayer_8,0.12732936255439806
AABplayer_24,0.12225099656172095
VFFplayer_14,0.11872773791640066
VFFplayer_37,0.11390857753134333
AABplayer_7,0.09925244629353984
AABplayer_3,0.0806690844874829
AABplayer_21,0.07752309088838957
SIFplayer_2,0.0
SIFplayer_17,0.0
AABplayer_15,0.0
SJEplayer_24,0.0
SJEplayer_26,0.0
SIFplayer_9,0.0
AABplayer_9,0.0
VFFplayer_21,0.0
AABplayer_47,0.0
SJEplayer_5,0.0
VFFplayer_19,0.0
SJEplayer_11,0.0
VFFplayer_17,0.0
AABplayer_27,0.0
SJEplayer_9,0.0
AABplayer_5,0.0
