player,shap_importance
AABplayer_8,0.4211181462914683
AABplayer_2,0.4064789773393422
VFFplayer_2,0.3962485023331828
VFFplayer_4,0.3727888608321082
AABplayer_16,0.3720128859966062
RFCplayer_1,0.36751275188592264
AGFplayer_6,0.3541688359957188
VFFplayer_13,0.35348970942758023
AGFplayer_19,0.3349411967499182
AABplayer_1,0.33047881024540404
AABplayer_24,0.3227886710802559
FCKplayer_17,0.3185233527952805
AABplayer_19,0.3165828078452032
AGFplayer_40,0.3154536857672501
RFCplayer_4,0.3081229057556484
AGFplayer_1,0.2933162268700544
VFFplayer_16,0.28868952369061296
VFFplayer_8,0.28409312581317503
AGFplayer_10,0.2805125490108039
FCKplayer_41,0.2728249699063599
RFCplayer_17,0.27043539163714736
RFCplayer_44,0.2699408221714354
VFFplayer_11,0.26716853835177606
AABplayer_20,0.2628631030709949
FCKplayer_6,0.2603991284845397
AABplayer_17,0.25735011834045873
VFFplayer_12,0.2557822794730309
AGFplayer_5,0.2537930690336507
RFCplayer_27,0.2458180573712452
RFCplayer_6,0.24578434997383738
RFCplayer_3,0.24531181508518057
AGFplayer_31,0.24445282710879107
FCKplayer_11,0.24292424796242268
RFCplayer_29,0.24012124240444982
FCKplayer_5,0.23666583090368654
AGFplayer_9,0.23610203657858075
RFCplayer_26,0.23302292298758404
AABplayer_3,0.23199667225731535
VFFplayer_18,0.2304540064230095
AABplayer_10,0.22985029229545031
RFCplayer_9,0.22903899365197866
VFFplayer_28,0.2206563172915485
AGFplayer_7,0.21734471122850663
FCKplayer_8,0.21448435032973065
FCKplayer_13,0.21030097878025844
RFCplayer_28,0.20845317901013186
AABplayer_11,0.20766045960085472
FCKplayer_7,0.20531422280287367
AGFplayer_2,0.19413848195946776
FCKplayer_16,0.19072164846537634
AGFplayer_8,0.18527637735567984
Ball_z,0.17704936249379535
FCKplayer_27,0.1705729549708776
VFFplayer_30,0.1640674530644901
VFFplayer_10,0.14879744456545446
FCKplayer_15,0.14595069954730566
RFCplayer_10,0.1452729613468982
RFCplayer_11,0.1431283069858328
RFCplayer_19,0.11156612506508826
RFCplayer_7,0.10318009699205868
VFFplayer_23,0.032704955304972846
VFFplayer_14,0.0
VFFplayer_17,0.0
VFFplayer_37,0.0
RFCplayer_90,0.0
VFFplayer_7,0.0
AABplayer_27,0.0
AGFplayer_15,0.0
RFCplayer_5,0.0
RFCplayer_30,0.0
RFCplayer_24,0.0
RFCplayer_20,0.0
RFCplayer_16,0.0
RFCplayer_15,0.0
AABplayer_6,0.0
FCKplayer_22,0.0
FCKplayer_2,0.0
FCKplayer_19,0.0
AABplayer_7,0.0
FCKplayer_10,0.0
AABplayer_9,0.0
AGFplayer_29,0.0
AGFplayer_26,0.0
RFCplayer_18,0.0
