player,shap_importance
SIFplayer_25,0.43187359084608035
SIFplayer_20,0.41932449150178575
AABplayer_13,0.356181007350795
AABplayer_4,0.3536435464119131
SIFplayer_40,0.349998652075883
SIFplayer_21,0.3459045230536722
SIFplayer_1,0.32862718650372696
VFFplayer_16,0.3067780702355085
VFFplayer_28,0.3010893777677557
SIFplayer_2,0.29558590713329613
VFFplayer_2,0.2872028623147247
VFFplayer_1,0.2844682364749412
VFFplayer_10,0.277599726580355
SJEplayer_26,0.2717295038135489
AABplayer_11,0.2698724251521344
SIFplayer_23,0.2682559486781247
VFFplayer_23,0.2642699030922958
SJEplayer_16,0.2601481683179736
SJEplayer_22,0.2597994680108968
SIFplayer_6,0.25569273970136425
VFFplayer_11,0.25568793094835324
VFFplayer_55,0.2545673181799648
SJEplayer_7,0.2532937833836768
AABplayer_10,0.25217481139386655
VFFplayer_18,0.2427515339537058
AABplayer_17,0.24205166907305828
VFFplayer_13,0.2400893919614173
SIFplayer_10,0.23800840777019042
AABplayer_20,0.23661063382841532
SIFplayer_3,0.23466612334176898
VFFplayer_7,0.2311993373091876
VFFplayer_12,0.22781341557395357
AABplayer_2,0.22223672317981258
SIFplayer_33,0.22184176370501513
AABplayer_23,0.22177852356946098
VFFplayer_24,0.21028194870459266
SJEplayer_4,0.2099027027625125
SJEplayer_20,0.20867564803780986
SJEplayer_15,0.20812063390575355
AABplayer_6,0.20771086644666503
VFFplayer_30,0.20640646202396604
AABplayer_8,0.20618195267830736
SJEplayer_12,0.19946250251715536
AABplayer_26,0.19939899530133698
VFFplayer_3,0.19719757791701706
AABplayer_19,0.19623020749050193
SJEplayer_24,0.19426266613812188
AABplayer_1,0.1854388990146981
SJEplayer_5,0.1825134198289598
Ball_z,0.16630567495117426
VFFplayer_19,0.15748030457459392
SJEplayer_11,0.14691822424018758
VFFplayer_8,0.1398338641715236
VFFplayer_15,0.12784145258524224
AABplayer_16,0.11548174216301416
AABplayer_14,0.09588748195557853
VFFplayer_27,0.07001491042275058
VFFplayer_14,0.06456108676327857
VFFplayer_37,0.054133259147944035
SJEplayer_9,0.0
AABplayer_3,0.0
VFFplayer_6,0.0
AABplayer_15,0.0
VFFplayer_33,0.0
VFFplayer_32,0.0
AABplayer_21,0.0
AABplayer_27,0.0
VFFplayer_26,0.0
AABplayer_37,0.0
SJEplayer_8,0.0
VFFplayer_21,0.0
AABplayer_7,0.0
SJEplayer_28,0.0
SJEplayer_17,0.0
VFFplayer_17,0.0
SIFplayer_14,0.0
SIFplayer_17,0.0
SIFplayer_7,0.0
SIFplayer_8,0.0
SIFplayer_9,0.0
SJEplayer_31,0.0
